full_addr_,full_addr1,bld_eui,bld_eui2,log10_eui,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
"Yat Chau Building, 258-262 Des Voeus Road Central, Sheung Wan, Hong Kong","一洲大廈, 香港上環德輔道中258-262號",120.2,33.39,1.523616419,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,23,yes,yes,,
"Yat Fat Building, 44-46 Des Voeux Road Central Hong Kong","日發大廈, 香港德輔道中44-46號",128.19,35.61,1.551571974,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,17,yes,,,
"Yau Shun Building, 50 D'Aguilar St, Central, Hong Kong","友信大廈, 香港中環德己立街50號",155.74,43.26,1.636086515,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,11,yes,yes,,
"Yick Fung Building, 94-96 Des Voeux Rd W, Sai Ying Pun, Hong Kong","億豐大廈, 香港西營盤德輔道西94-96號",85.52,23.76,1.375846436,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,26,yes,yes,,
"Yip Fung Building, 2-18 D'Aguilar Street Hong Kong","業豐大廈, 香港德己立街2-18號",104.8,29.11,1.464042205,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,110,yes,yes,,
"Yook Ming House, 5 Li Yuen St E, Central, Hong Kong","沃明樓, 香港中環利源東街5號",22.76,6.32,0.800717078,NO,NO,NO,NO,NO,NONE,NONE,NONE,7,0,8,yes,,,
"Yu Sung Boon Building, 107-111 Des Voeux Road CentralHong Kong","余崇本行 , 香港德輔道中107-111號",160.52,44.59,1.649237472,NO,NO,NO,YES,NO,2018,12/28/2019,retro_after,17,0,128,yes,,,
"Yu To Sang BuildingÂ , 3-5 Chiu Lung StreetHong Kong","余道生行, 香港昭隆街3-5號",310.6,86.28,1.935910136,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,108,yes,,,
"Yu Wing Building, 64-66 Wellington Street IL 4998 & IL Hong Kong","裕榮大廈 , 香港威靈頓街64-66號",51.27,14.24,1.153509989,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,24,yes,yes,,
"Yu Yuet Lai Building, 43-55 Wyndham St, Central, Hong Kong","余悅禮行, 香港中環雲咸街43-55號",80,22.22,1.346744055,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,108,yes,,,
"Yue Fai Commercial Centre, 208 Aberdeen Main Road, Aberdeen, Hong Kong","裕輝商業中心, 香港香港仔香港仔大道208號",83.3,23.14,1.364363355,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,100,yes,,,yes
"Yue Shing Commercial Building, 15-16 Queen Victoria St, Central, Hong Kong","裕成商業大廈, 香港中環域多利皇后街15-16號",263,73.06,1.863679668,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,72,yes,yes,,
"YUE THAI COMMERCIAL BUILDING, 128 CONNAUGHT ROAD CENTRAL, Central, Hong Kong","豫泰商業大廈, 香港中環干諾道中128號",84.28,23.41,1.369401414,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,25,yes,,,
"Yue's House, 304-306 Des Voeux Rd C, Sheung Wan, Hong Kong","余氏大廈, 香港上環德輔道中304-306號",178.6,49.61,1.695569227,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,22,,,,
"Yuen Kee International Building, 3 Queen Victoria St, Central, Hong Kong","源記國際大廈, 香港中環域多利皇后街3號",769.59,213.78,2.329967073,NO,NO,NO,NO,NO,NONE,NONE,NONE,8,0,8,yes,,,
"Yuen Yick Building, 27-29 Wellington Street IL 20 SA RP &Hong Kong","元益大廈 , 香港威靈頓街27-29號",79.38,22.05,1.343408594,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,1,30,,yes,,
"10 Prat Avenue, Tsim Sha Tsui, Kowloon",九龍尖沙咀寶勒巷10號,274.67,76.3,1.882524538,NO,NO,NO,NO,NO,NONE,NONE,NONE,0,0,0,yes,,,
"101 King's Road, North Point, Hong Kong",香港北角英皇道101號,259.92,72.2,1.858537198,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,50,,,,
"112 Johnston Road, Wan Chai, Hong Kong","雙喜樓, 香港灣仔莊士敦道112號",74.52,20.7,1.315970345,NO,NO,NO,NO,NO,NONE,NONE,NONE,29,0,73,yes,,,yes
"12 Soy Street, 479-481 Shanghai Street, Yau Ma Tei, Kowloon","豉油街12號, 九龍油麻地上海街479-481號",463.23,128.68,2.109511052,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,0,175,yes,,,
"148 Electric Road, North Point, Hong Kong",香港北角電氣道148號,145.11,40.31,1.605412798,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,2,26,yes,,,
"15A Matheson Street, Wan Chai, Hong Kong","勿地臣街 15 號A, 香港灣仔勿地臣街15A號",115.17,31.99,1.50501424,NO,NO,NO,NO,NO,NONE,NONE,NONE,5,0,6,,,,
"22 Yee Wo Street, Causeway Bay, Hong Kong",香港銅鑼灣怡和街22號,382,106.11,2.025756315,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,50,yes,,,
"248 Queen's Road East, Wan Chai, Hong Kong",香港灣仔皇后大道東248號,403.86,112.18,2.049915436,NO,NO,NO,NO,NO,NONE,NONE,NONE,42,0,280,yes,,,
"26 Nathan Road, Tsim Sha Tsui, Kowloon","彌敦道26號, 九龍尖沙咀",951.92,264.42,2.422294301,NO,YES,NO,NO,YES,2015,8/9/2019,retro_after,28,0,26,yes,,,
"29 Austin Road, Tsim Sha Tsui, Kowloon",九龍尖沙咀柯士甸道29號,441,122.5,2.088136089,NO,NO,NO,NO,NO,NONE,NONE,NONE,18,0,55,yes,,,
"313 Lockhart Road, Wan Chai, Hong Kong",香港灣仔駱克道313號,99.76,27.71,1.442636526,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,19,yes,yes,,
"45 Dundas Street, Mong Kok, Kowloon","45 登打士街, 九龍旺角登打士街45號",189.51,52.64,1.721315881,NO,NO,NO,NO,NO,NONE,NONE,NONE,6,1,6,yes,,,
"625 King's Road, Quarry Bay, Hong Kong",香港鰂魚涌英皇道625號,257.93,71.65,1.855216195,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,125,yes,,,
"633 King's Road, North Point, Hong Kong",香港北角英皇道633號,362.58,100.72,2.003115717,NO,NO,NO,NO,NO,NONE,NONE,NONE,35,0,0,yes,,,
"78 Hung To Road, Kwun Tong, Kowloon",九龍觀塘鴻圖道78號,324.73,90.2,1.955206538,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,18,yes,,,
"8 Hart Avenue, Tsim Sha Tsui, Kowloon",九龍尖沙咀赫德道8號,204.26,56.74,1.753889331,NO,NO,NO,NO,NO,NONE,NONE,NONE,28,0,153,yes,,,yes
"6-8 Jordan Road, Jordan, Kowloon","佐敦道8號, 九龍佐敦佐敦道6-8號",103,28.61,1.456517858,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,32,yes,,,
"77-83 Wan Chai Road, Wan Chai, Hong Kong","灣仔道83號, 香港灣仔灣仔道77-83號",235.44,65.4,1.815577748,NO,NO,NO,NO,NO,NONE,NONE,NONE,29,0,32,yes,,,yes
"88 Hing Fat Street, Causeway Bay, Hong Kong","興發街88號 ‎, 香港銅鑼灣興發街88號",452.92,125.81,2.099715162,NO,NO,NO,NO,NO,NONE,NONE,NONE,27,0,27,yes,,,
"9 Chong Yip Street, Kwun Tong, Kowloon",九龍觀塘創業街9號,99.49,27.64,1.441538039,NO,NO,NO,NO,NO,NONE,NONE,NONE,24,0,45,yes,,,
"@Convoy, 169 Electric Road, North Point, Hong Kong","康宏匯, 香港北角電器道169號",366.32,101.76,2.007577098,NO,NO,NO,NO,NO,NONE,NONE,NONE,40,0,40,yes,,,
"Acme Building, 22-28 Nanking St, Jordan, Kowloon","益美大廈, 九龍佐敦南京街22-28號",395.36,109.82,2.040681439,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,13,,,,
"AIA Building, 1-0 Stubbs Road, Wan Chai, Hong Kong","友邦大廈, 香港灣仔司徒拔道1-0號",987.25,274.24,2.4381308,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,0,yes,,,
"AIA Central, 1 Connaught Road, Central, Hong Kong","友邦金融中心, 香港中環干諾道中1號",1072.41,297.89,2.474055924,NO,NO,NO,NO,NO,NONE,NONE,NONE,38,0,234,yes,,,
"AIA Hong Kong Tower, 734-738 King's Road, Quarry Bay, Hong Kong","友邦香港大樓, 香港鰂魚涌英皇道734-738號",438.36,121.77,2.085540306,NO,NO,NO,NO,NO,NONE,NONE,NONE,19,0,19,yes,,,
"AIA Tower, 183 ELECTRIC ROAD, North Point, Hong Kong","友邦廣場, 香港北角電氣道183號",401.68,111.58,2.047586357,NO,NO,NO,NO,NO,NONE,NONE,NONE,43,0,50,yes,,,
"Aitken Vanson Centre, Kwun Tong, Kowloon","金米蘭中心, 九龍觀塘",261.2,72.56,1.860697274,NO,YES,NO,NO,YES,2012,4/4/2013,retro_before,25,0,50,yes,,,
"Albion Plaza, 2-6 Granville Rd, Tsim Sha Tsui, Kowloon","愛賓商業大廈, 九龍尖沙咀加連威老道2-6號",691.45,192.07,2.283459536,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,125,yes,,,
"Allied Kajima Building, 235 JAFFE ROAD","聯合鹿島大廈, 謝斐道235號",627.98,174.44,2.241646078,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,23,yes,,,
"ALLWAYS CENTRE, 468 JAFFE ROAD","百達中心, 謝斐道468號",175.92,48.87,1.689042339,NO,NO,NO,NO,NO,NONE,NONE,NONE,24,0,96,yes,yes,,
"Amber Commercial Building, 70-74 Morrison Hill Rd, Wan Chai, Hong Kong","凱利商業大廈, 香港灣仔摩理臣山道70-74號",56.75,15.76,1.197556213,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,22,yes,,,
"Anton Building, 1 Anton St, Wan Chai, Hong Kong","安定大廈, 香港灣仔晏頓街1號",114.3,31.75,1.50174373,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,17,,yes,,
"Aon Insurance Tower (3 Lockhart Road), 3 Lockhart Road, Wan Chai, Hong Kong","怡安保險大廈, 香港灣仔駱克道3號",237.34,65.93,1.819083076,NO,YES,NO,NO,NO,2018,9/1/2020,retro_after,30,0,23,yes,,,
"APEC Plaza, 49 HOI YUEN ROAD","創貿廣場, 開源道49號",280.8,78,1.892094603,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,170,yes,,,
"Arthur Commercial Building, 26-28 TEMPLE STREET","雅達商業大廈, 廟街26-28號",165.96,46.1,1.663700925,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,76,yes,yes,,
"Ashley Centre, 23-25 Ashley Road, Tsim Sha Tsui, Kowloon","雅士利中心, 九龍尖沙咀亞士厘道23-25號",519,144.17,2.158874898,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,31,yes,,,
"Ashley Nine, 9-11 Ashley Road, Tsim Sha Tsui, Kowloon","順豐大廈, 九龍尖沙咀亞士厘道9-11號",550.33,152.87,2.184322266,NO,NO,NO,NO,NO,NONE,NONE,NONE,20,0,20,yes,,,
"ASIA HARVEST COMMERCIAL CENTRE, 324 SHAU KEI WAN ROAD","潤民商業中心, 筲箕灣道324號",107.71,29.92,1.475961589,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,69,yes,yes,,
"Astoria Building, 24-38 Ashley Rd, Tsim Sha Tsui, Kowloon","天星大廈, 九龍尖沙咀亞士厘道24-38號",49,13.61,1.133858125,NO,NO,NO,NO,NO,NONE,NONE,NONE,16,0,37,yes,yes,,
"AT TOWER, 180 ELECTRIC ROAD","百家利中心, 電氣道180號",83.43,23.18,1.365113432,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,0,52,yes,,,
"Aubin House, 171-172 Gloucester Rd, Wan Chai, Hong Kong","安邦商業大廈, 香港灣仔告士打道171-172號",133.13,36.98,1.567966907,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,44,yes,yes,,
"AUSTIN COMMERCIAL CENTRE, 4 AUSTIN AVENUE","柯士甸商業中心, 柯士甸路4號",97.85,27.18,1.434249452,NO,NO,NO,NO,NO,NONE,NONE,NONE,18,0,19,yes,yes,,
"Austin Plaza, 83 Austin Road, Jordan, Kowloon","柯士甸廣場, 九龍佐敦柯士甸道83號",592.69,164.64,2.216535357,NO,NO,NO,NO,NO,NONE,NONE,NONE,24,0,127,yes,,,
"Austin Tower, 22-26A Austin Avenue, Tsim Sha Tsui, Kowloon","好兆年行, 九龍尖沙咀柯士甸道22-26A號",294.36,81.77,1.912593998,NO,NO,NO,YES,YES,2015,6/6/2019,retro_after,16,0,129,yes,yes,,
"Auto Plaza, Mody Road, Tsim Sha Tsui, Kowloon","安達中心, 九龍尖沙咀麼地道",390.03,108.34,2.034788831,NO,YES,NO,YES,YES,2018,12/12/2020,retro_after,13,0,16,yes,,,
"Bamboo Mansions, Site 12, Whampoa Garden, 3 Tak Hong Street, Hung Hom, Kowloon","黃埔花園12期銀竹苑, 九龍紅磡健康街3號",610.81,169.67,2.22960506,NO,YES,NO,NO,YES,2015,11/9/2018,retro_after,15,0,120,yes,,,yes
"Bamboos Centre, 52 Hung To Road, Kwun Tong, Kowloon","百本中心, 九龍觀塘鴻圖道52號",111.57,30.99,1.491221576,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,18,yes,,,
"Bank of America Tower, 12 12 Harcourt Road, Central, Hong Kong","美國銀行中心, 香港中環夏愨道12號",216.28,60.08,1.778729924,NO,YES,NO,YES,YES,2012,9/9/2016,retro_after,37,1,161,yes,,,
"Bank of China Tower, 1 GARDEN ROAD, Central, Hong Kong","中銀大廈, 香港中環花園道1號",611.82,169.95,2.230321169,NO,NO,NO,NO,NO,NONE,NONE,NONE,70,0,65,yes,,,
"Bank of China Wan Chai Commercial Centre, 409-415 Hennessy Road, Wan Chai, Hong Kong","中銀灣仔商業中心, 香港灣仔軒尼詩道409-415號",436.4,121.22,2.08357428,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,56,yes,,,
"Bank of Communications Building (Mong Kok), 563 Nathan Road, Mong Kok, Kowloon","交通銀行大廈(旺角), 九龍旺角彌敦道563號",419.49,116.53,2.066437746,NO,NO,NO,NO,NO,NONE,NONE,NONE,37,0,37,yes,,,
"Bank of Communications Building (Wanchai), 368 Hennessy Road, Wan Chai, Hong Kong","交通銀行大廈(灣仔), 香港灣仔軒尼詩道368號",547.11,151.98,2.18178644,NO,NO,NO,NO,NO,NONE,NONE,NONE,16,0,16,yes,,,
"BANK OF COMMUNICATIONS TOWER, 231-235 GLOUCESTER ROAD","交通銀行大廈, 告士打道231-235號",433.73,120.48,2.080914959,NO,NO,NO,NO,NO,NONE,NONE,NONE,30,0,26,yes,,,
"BANK OF EAST ASIA HARBOUR VIEW CENTRE, 56 GLOUCESTER ROAD, Wan Chai, Hong Kong","東亞銀行港灣中心, 香港灣仔告士打道56號",306.08,85.02,1.929521101,NO,NO,NO,NO,NO,NONE,NONE,NONE,29,0,0,yes,,,
"Bank Tower, 351-353 King's Rd, North Point, Hong Kong","銀輝中心, 香港北角英皇道351-353號",98.66,27.41,1.437909036,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,1,61,yes,yes,,
"Banyan Mansions, Site 10, Whampoa Garden, 8 Wan Hoi street, Hung Hom, Kowloon","黃埔花園10期綠榕苑, 九龍紅磡環海街8號",503.49,139.86,2.145693524,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,2,120,yes,,,yes
"BARTLOCK CENTRE, 3-9 YIU WA STREET","百樂中心, 耀華街3-9號",136.7,37.97,1.579440597,NO,NO,NO,NO,NO,NONE,NONE,NONE,27,0,100,yes,,,
"Bauhinia Mansions, Site 11, Whampoa Garden, 6 Tak Hong Street, Hung Hom, Kowloon","黃埔花園11期紫荊苑, 九龍紅磡德康街6號",594.41,165.11,2.217773377,NO,YES,NO,NO,NO,2012 (rev.1),6/26/2016,retro_after,16,3,201,yes,,,yes
"BCC Building, 25-31 Carnarvon Rd, Tsim Sha Tsui, Kowloon","國際商業信貸銀行大廈, 九龍尖沙咀加拿分道25-31號",72.91,20.25,1.306425028,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,12,yes,yes,,
"Bel Trade Commercial Building, 3 BURROWS STREET","百營商業大廈, 巴路士街3號",132.12,36.7,1.564666064,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,22,yes,,,
"Best-o-best Commercial Centre, 32-36 FERRY STREET","富利來商業大廈, 渡船街32-36號",401.4,111.5,2.047274867,NO,NO,NO,NO,NO,NONE,NONE,NONE,19,0,77,yes,,,
"Beverley Commercial Centre, 87-105 Chatham Rd S, Tsim Sha Tsui, Kowloon","百利商業中心, 九龍尖沙咀漆咸道南87-105號",1020.88,283.58,2.452675598,NO,YES,NO,NO,YES,2012,3/25/2016,retro_after,16,0,871,yes,yes,,
"Beverly House, 93-107 Lockhart Road, Wan Chai, Hong Kong","利臨大廈, 香港灣仔駱克道93-107號",500.51,139.03,2.143108523,NO,YES,NO,NO,YES,2012,12/18/2015,retro_after,25,0,65,,,,
"Bigfoot Centre, 38 Yiu Wa Street, Causeway Bay, Hong Kong","Bigfoot Centre, 香港銅鑼灣耀華街38號",146.36,40.66,1.609167374,NO,NO,NO,NO,NO,NONE,NONE,NONE,18,0,18,yes,,,
"Block A Tonnochy Towers, 250-274 Jaffe Rd, Wan Chai, Hong Kong","杜智台A座, 香港灣仔謝斐道250-274號",9.61,2.67,0.426511261,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,118,yes,yes,,
"Bonaventure House, 91 Leighton Rd, Causeway Bay, Hong Kong","雲翠大廈, 香港銅鑼灣禮頓道91號",122.33,33.98,1.531223375,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,53,yes,,,
"BOSS COMMERCIAL CENTRE, 28 FERRY STREET, Jordan, Kowloon","寶時商業中心, 九龍佐敦渡船街28號",274,76.11,1.881441722,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,200,yes,,,
"Breakthrough Centre, 191 Woosung St, Jordan, Kowloon","突破中心, 九龍佐敦吳松街191號",452.9,125.81,2.099715162,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,14,,,,
"Bright Growth Medical Centre, 335 Nathan Rd, Yau Ma Tei, Kowloon","高怡醫務中心, 九龍油麻地彌敦道335號",112.77,31.33,1.495960395,NO,NO,NO,NO,NO,NONE,NONE,NONE,18,0,33,yes,yes,,
"C-Bons International Center, 108 Wai Yip Street, Kwun Tong, Kowloon","絲寶國際大廈, 九龍觀塘偉業街108號",348.9,96.92,1.986413405,NO,NO,NO,NO,NO,2018,4/20/2021,retro_after,26,1,260,yes,,,
"C.C. Wu Building, 302-308 Hennessy Rd, Wan Chai, Hong Kong","集成中心, 香港灣仔軒尼詩道302-308號",432.12,120.03,2.079289806,NO,YES,NO,NO,YES,2015,12/21/2018,retro_after,27,0,270,yes,,,
"Caltex House, 258 Hennessy Rd, Wan Chai, Hong Kong","德士古大廈, 香港灣仔軒尼詩道258號",118.58,32.94,1.517723595,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,21,yes,yes,,
"Cambridge House, 26-28 Cameron Rd, Tsim Sha Tsui, Kowloon","金壘商業中心, 九龍尖沙咀金馬倫道26-28號",476.45,132.35,2.121723946,NO,NO,NO,NO,NO,NONE,NONE,NONE,16,0,29,yes,,,
"Cameron Centre, 57-59 CHATHAM ROAD SOUTH","金馬倫中心, 漆咸道南57-59號",560.64,155.73,2.192372284,NO,NO,NO,NO,NO,NONE,NONE,NONE,18,0,24,yes,,,
"Cameron Commercial Centre, 458-468 Hennessy Rd, Causeway Bay, Hong Kong","金聯商業中心, 香港銅鑼灣軒尼詩道458-468號",387.62,107.67,2.032094713,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,74,yes,,,
"CAMERON PLAZA, 23-25A CAMERON ROAD","金馬倫廣場, 金馬倫道23-25A號",322.23,89.51,1.951871557,NO,NO,NO,NO,NO,NONE,NONE,NONE,19,0,114,yes,,,
"Cammer Commercial Building, 30-32 Cameron Rd, Tsim Sha Tsui, Kowloon","金馬商業大廈, 九龍尖沙咀金馬倫道30-32號",81.94,22.76,1.357172258,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,34,yes,yes,,
"Canton Plaza, 82-84 Canton Road, Tsim Sha Tsui, Kowloon","流尚店, 九龍尖沙咀廣東道82-84號",192,53.33,1.726971584,NO,NO,NO,NO,NO,NONE,NONE,NONE,20,0,21,yes,,,
"Capital Building, 175-191 Lockhart Rd, Wan Chai, Hong Kong","京城大廈, 香港灣仔駱克道175-191號",57.86,16.07,1.206015877,NO,NO,YES,YES,NO,2015,4/19/2018,retro_after,19,0,148,yes,yes,,
"Capital Commercial Building, 26 Leighton Road, Causeway Bay, Hong Kong","凱基商業大廈, 香港銅鑼灣禮頓道26號",93.19,25.89,1.41313205,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,18,yes,yes,,
"Capital Commercial Building, 446-448 Shanghai Street, Mong Kok, Kowloon","富達商業大廈, 九龍旺角上海街446-448號",93.3,25.92,1.413634997,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,45,yes,yes,,
"Capitol Centre, 5-19 Jardine's Bazaar, Causeway Bay, Hong Kong","京華中心, 香港銅鑼灣渣甸街5-19號",405.61,112.67,2.051808294,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,63,yes,,,
"Capri Building, 130 Austin Rd, Tsim Sha Tsui, Kowloon","嘉碧大廈, 九龍尖沙咀柯士甸道130號",72.11,20.03,1.301680949,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,31,yes,yes,,
"Carmel on the Hill, 9 Carmel Village Street, Ho Man Tin, Kowloon","君逸山, 九龍何文田迦密村街9號",59.4,16.5,1.217483944,NO,NO,NO,NO,NO,NONE,NONE,NONE,31,0,188,yes,,,yes
"Carnarvon Plaza, 20 CARNARVON ROAD, Tsim Sha Tsui, Kowloon","加拿芬廣場, 九龍尖沙咀加拿分道20號",557.84,154.96,2.190219608,NO,NO,NO,NO,NO,NONE,NONE,NONE,16,0,80,yes,,,
"Carnival Commercial Building, 18 Java Road, North Point, Hong Kong","嘉滙商業大廈, 香港北角渣華道18號",65.59,18.22,1.260548373,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,135,yes,,,
"Carnival Mansion, 15B-0 Austin Avenue Kowloon","嘉華大廈, 九龍柯士甸路15B-0號",33.19,9.22,0.964730921,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,84,yes,yes,,
"Casio Mansion, 209 Shau Kei Wan Rd, Shau Kei Wan, Hong Kong","嘉兆大廈, 香港筲箕灣筲箕灣道209號",31.6,8.78,0.943494516,NO,NO,NO,YES,NO,2015,7/15/2019,retro_after,22,0,124,yes,yes,,
"CATIC PLAZA, 8 CAUSEWAY ROAD","航空大廈, 高士威道8號",180.42,50.12,1.700011062,NO,NO,NO,NO,NO,NONE,NONE,NONE,27,0,29,yes,yes,,
"Causeway Bay Centre, 15-23 Sugar Street, Wan Chai, Hong Kong","銅鑼灣中心, 香港灣仔糖街15-23號",642.78,178.55,2.251759855,NO,NO,YES,YES,NO,2015,1/3/2018,retro_after,23,0,107,yes,yes,,
"Causeway Bay Commercial Building, 1-5 Sugar St, Causeway Bay, Hong Kong","銅鑼灣商業大廈, 香港銅鑼灣糖街1-5號",72.61,20.17,1.304705898,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,260,,yes,,
"Causeway Bay Plaza 1, 489 Hennessy Road, Causeway Bay, Hong Kong","銅鑼灣廣場1期, 香港銅鑼灣軒尼詩道489號",760.52,211.26,2.324817275,NO,YES,NO,NO,NO,2018,3/11/2021,retro_after,25,0,300,yes,,,
"CENTRAL PLAZA, 18 HARBOUR ROAD, Wan Chai, Hong Kong","中環廣場, 香港灣仔港灣道18號",467.97,129.99,2.113909944,NO,NO,NO,NO,NO,NONE,NONE,NONE,75,0,684,yes,,,
"Centre Point, 181-185 Gloucester Rd, Wan Chai, Hong Kong","中怡大廈, 香港灣仔告士打道181-185號",354.92,98.59,1.993832867,NO,NO,YES,YES,NO,2012,7/30/2016,retro_after,21,0,0,yes,,,
"Century House, 3-4 Hanoi Rd, Tsim Sha Tsui, Kowloon","世紀商業大廈, 九龍尖沙咀河內道3-4號",379.08,105.3,2.022428371,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,63,yes,,,
"CFC TOWER, 22-28 MODY ROAD","中福商業大廈, 麼地道22-28號",628.51,174.59,2.242019365,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,96,yes,yes,,
"Champion Building, 301-309 Nathan Rd, Yau Ma Tei, Kowloon","嘉賓商業大廈, 九龍油麻地彌敦道301-309號",168.06,46.68,1.669130847,NO,YES,NO,NO,YES,2012 (rev.1),8/28/2016,retro_before,15,0,130,,yes,,
"Champion Court, 11 Hong Ning Road, Kwun Tong, Kowloon","冠天閣, 九龍觀塘康寧道11號",1304.77,362.44,2.559236122,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,57,yes,yes,,
"Chang Pao Ching Building, 427-429 Hennessy Rd, Wan Chai, Hong Kong","張寶慶大廈, 香港灣仔軒尼詩道427-429號",99.39,27.61,1.441066407,NO,NO,NO,NO,NO,NONE,NONE,NONE,20,0,40,yes,yes,,
"Charmhill Centre, 50A HILLWOOD ROAD","俊僑商業中心, 山林道50A號",295.33,82.04,1.914025652,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,15,yes,,,
"Chasegold Tower, 100 Ma Tau Wai Road, Hung Hom, Kowloon","金通商業大廈, 九龍紅磡碼頭圍道100號",1632.38,453.44,2.656519829,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,15,yes,,,
"Chatham Commercial Building, 397-399 Chatham Road North, To Kwa Wan, Kowloon","東貿商業大廈, 九龍土瓜灣漆咸道北397-399號",48.29,13.41,1.127428778,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,44,yes,,,yes
"Cheerful Commercial Building, 116-118 Ma Tau Wai Rd, To Kwa Wan, Kowloon","置富商業大廈, 九龍土瓜灣馬頭圍道116-118號",458.89,127.47,2.105407986,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,49,yes,yes,,
"Cheong Hing Building, 72-0 Nathan RoadKowloon","昌興大廈 , 九龍彌敦道72-0號",53.1,14.75,1.16879202,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,28,yes,yes,,
"Cheong Tai Building, 287-289 Reclamation St, Mong Kok, Kowloon","昌泰大廈, 九龍旺角新填地街287-289號",101.75,28.26,1.451172158,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,65,yes,,,
"Cheong Wah Commercial Building, 900-904 Canton Rd, Mong Kok, Kowloon","昌華商業大廈, 九龍旺角廣東道900-904號",501.08,139.19,2.143608035,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,114,yes,yes,,
"Cherry Mansions, Site 2, Whampoa Garden, 9 Shung King Street, Hung Hom, Kowloon","黃埔花園2期錦桃苑, 九龍紅磡船景街9號",601.65,167.13,2.223054413,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,2,120,yes,,,yes
